Date,Product ID,Product Name,Category,Warehouse/Store ID,Base Cost Price,Base_Margin_Rate,Base_List_Price,Dynamic_Price,Competitor_Price,Is_Promo,Month,Units_Sold,Revenue,Cost_of_Goods_Sold,Gross_Profit,Stock_Level,Base_Demand,Revenue_Improvement_Target_Min,Revenue_Improvement_Target_Max,Profit_Margin_Improvement_Target_Min,Profit_Margin_Improvement_Target_Max,Conversion_Rate_Improvement_Target_Min,Conversion_Rate_Improvement_Target_Max,Inventory_Turnover_Improvement_Target_Min,Inventory_Turnover_Improvement_Target_Max
2023-01-03,P0321,Product_321,Furniture,W040,556.47,0.2697445924910674,706.57,671.15,665.68,0,1,5,3355.75,2782.35,573.4000000000001,93,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0331,Product_331,Electronics,W024,740.75,0.157084473683709,857.11,888.55,909.42,0,1,24,21325.2,17778.0,3547.2000000000007,117,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0348,Product_348,Health,W041,162.18,0.3069119207222412,211.95,223.43,227.89,0,1,38,8490.34,6162.84,2327.5,134,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0353,Product_353,Furniture,W004,201.91,0.2680691902744442,256.04,267.24,271.81,0,1,4,1068.96,807.64,261.32000000000005,76,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0387,Product_387,Furniture,W004,735.57,0.1822113262485861,869.6,950.14,1015.11,0,1,14,13301.96,10297.98,3003.9799999999996,101,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0410,Product_410,Clothing,W028,308.0,0.2631252289148026,389.04,396.87,363.92,0,1,32,12699.84,9856.0,2843.84,65,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0430,Product_430,Automotive,W035,315.8,0.20626046274950327,380.94,385.5,441.3,0,1,25,9637.5,7895.0,1742.5,63,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0445,Product_445,Furniture,W047,552.73,0.23658389521230153,683.5,587.33,566.4,1,1,13,7635.29,7185.49,449.8000000000002,102,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0463,Product_463,Health,W046,150.05,0.21465559378447252,182.26,162.33,156.69,0,1,33,5356.89,4951.65,405.2400000000007,164,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0469,Product_469,Sports,W032,606.87,0.30624750899941205,792.72,815.37,807.91,0,1,24,19568.88,14564.88,5004.000000000002,49,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0473,Product_473,Clothing,W009,179.54,0.34291971932716203,241.11,234.56,207.85,0,1,17,3987.52,3052.18,935.3400000000001,93,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0480,Product_480,Sports,W021,376.46,0.37147675484696907,516.31,559.77,546.54,0,1,24,13434.48,9035.04,4399.439999999999,131,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0497,Product_497,Grocery,W037,244.59,0.2236771070345251,299.3,292.19,292.55,0,1,73,21329.87,17855.07,3474.7999999999993,141,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0001,Product_1,Sports,W049,256.55,0.21814302854285958,312.51,324.75,346.77,0,1,29,9417.75,7439.95,1977.8000000000002,123,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0037,Product_37,Electronics,W014,57.22,0.3336909449878602,76.31,83.21,97.04,0,1,19,1580.99,1087.18,493.80999999999995,139,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0111,Product_111,Electronics,W016,407.32,0.32528881517505875,539.82,478.0,449.89,1,1,26,12428.0,10590.32,1837.6800000000003,77,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0218,Product_218,Furniture,W027,473.31,0.2575997902940596,595.23,541.58,544.12,1,1,18,9748.44,8519.58,1228.8600000000006,124,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0221,Product_221,Grocery,W040,703.8,0.2004876196825059,844.9,880.87,790.31,0,1,62,54613.94,43635.6,10978.340000000004,121,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0227,Product_227,Grocery,W045,788.52,0.14692822847583814,904.38,918.21,930.77,0,1,69,63356.49,54407.88,8948.61,74,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0249,Product_249,Clothing,W045,234.29,0.35768029807615753,318.09,311.93,277.49,0,1,30,9357.9,7028.7,2329.2,65,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0270,Product_270,Electronics,W049,724.46,0.2296574767951271,890.84,901.29,918.81,0,1,15,13519.35,10866.9,2652.4500000000007,24,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0330,Product_330,Grocery,W044,438.54,0.22782903000205115,538.45,600.37,593.5,0,1,65,39024.05,28505.1,10518.950000000004,81,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0359,Product_359,Automotive,W043,475.68,0.2668017757490476,602.59,592.24,592.11,0,1,17,10068.08,8086.56,1981.5199999999995,126,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0365,Product_365,Health,W039,283.21,0.303429198587849,369.14,359.2,343.96,0,1,39,14008.8,11045.19,2963.6099999999988,176,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0406,Product_406,Health,W005,414.76,0.242434162981445,515.31,521.37,476.24,0,1,38,19812.06,15760.88,4051.180000000002,80,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0455,Product_455,Grocery,W030,434.85,0.14412519600152168,497.52,518.99,511.18,0,1,76,39443.24,33048.6,6394.639999999999,190,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0467,Product_467,Clothing,W006,467.06,0.38030389336045295,644.68,504.03,534.3,1,1,55,27721.65,25688.3,2033.3500000000022,203,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0471,Product_471,Clothing,W027,627.29,0.44687028148058083,907.61,728.01,701.87,1,1,53,38584.53,33246.37,5338.159999999996,191,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-04,P0495,Product_495,Electronics,W045,197.33,0.32650669716392,261.76,274.81,270.15,0,1,28,7694.68,5525.24,2169.4400000000005,90,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0002,Product_2,Clothing,W012,438.92,0.30120310637073244,571.12,590.09,630.83,0,1,37,21833.33,16240.04,5593.290000000001,178,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0038,Product_38,Clothing,W026,461.51,0.3674136448273134,631.08,625.94,599.35,0,1,33,20656.02,15229.83,5426.1900000000005,92,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0060,Product_60,Clothing,W034,440.71,0.33535778106734987,588.51,588.97,625.93,0,1,36,21202.92,15865.56,5337.359999999999,154,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0065,Product_65,Electronics,W045,696.42,0.22554518948803384,853.49,831.1,964.4,0,1,24,19946.4,16714.08,3232.3199999999997,29,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0097,Product_97,Clothing,W009,463.45,0.41106299347158104,653.96,642.3,636.34,0,1,33,21195.9,15293.85,5902.050000000001,38,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0158,Product_158,Sports,W046,395.7,0.24513151890108761,492.7,448.13,476.59,0,1,32,14340.16,12662.4,1677.7600000000002,116,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0161,Product_161,Grocery,W003,214.0,0.1859941567269101,253.8,245.89,247.73,0,1,78,19179.42,16692.0,2487.4199999999983,131,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0210,Product_210,Furniture,W039,238.22,0.29498049516047165,308.49,290.01,301.44,1,1,12,3480.12,2858.64,621.48,147,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0318,Product_318,Electronics,W044,270.83,0.32948722960924076,360.07,349.91,334.14,0,1,30,10497.3,8124.9,2372.3999999999996,170,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0319,Product_319,Sports,W002,91.99,0.2834085346788116,118.06,113.13,118.33,0,1,28,3167.64,2575.72,591.9200000000001,144,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0363,Product_363,Electronics,W025,460.28,0.28979814760791756,593.67,592.64,628.86,0,1,26,15408.64,11967.28,3441.3599999999988,172,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0385,Product_385,Furniture,W050,719.36,0.19541384617118296,859.93,733.75,722.53,1,1,9,6603.75,6474.24,129.51000000000022,69,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0417,Product_417,Clothing,W041,128.28,0.3437078833537169,172.37,167.13,158.5,0,1,27,4512.51,3463.56,1048.9500000000003,102,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0435,Product_435,Electronics,W013,665.79,0.30201881568761946,866.87,828.38,783.5,0,1,22,18224.36,14647.38,3576.9800000000014,48,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0443,Product_443,Electronics,W033,266.63,0.2929848080404495,344.75,355.3,334.09,0,1,25,8882.5,6665.75,2216.75,137,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-05,P0460,Product_460,Electronics,W045,279.6,0.15024636703328517,321.61,342.03,378.82,0,1,23,7866.69,6430.8,1435.8899999999994,97,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0029,Product_29,Furniture,W044,93.22,0.27453478664573905,118.81,118.57,126.09,0,1,0,0.0,0.0,0.0,130,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0049,Product_49,Grocery,W025,649.39,0.13190211765118395,735.05,698.66,691.36,0,1,78,54495.48,50652.42,3843.060000000005,154,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0098,Product_98,Furniture,W033,469.22,0.29864745383465313,609.35,502.15,469.08,1,1,13,6527.95,6099.86,428.09000000000015,149,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0099,Product_99,Sports,W018,590.69,0.3085755323918563,772.96,819.58,825.69,0,1,37,30324.46,21855.53,8468.93,123,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0099,Product_99,Sports,W046,590.69,0.3085755323918563,772.96,761.99,748.44,0,1,31,23621.69,18311.39,5310.299999999999,101,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0111,Product_111,Electronics,W043,407.32,0.32528881517505875,539.82,569.68,508.61,0,1,14,7975.52,5702.48,2273.040000000001,79,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0114,Product_114,Clothing,W039,97.99,0.4321248007080608,140.33,138.54,148.49,0,1,29,4017.66,2841.71,1175.9499999999998,174,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0124,Product_124,Grocery,W047,91.53,0.22916020299620823,112.51,109.03,125.37,0,1,85,9267.55,7780.05,1487.499999999999,102,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0178,Product_178,Sports,W008,645.65,0.27139688714936977,820.88,906.67,881.5,0,1,21,19040.07,13558.65,5481.42,28,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0182,Product_182,Clothing,W021,53.85,0.30398224447843897,70.22,66.94,64.34,0,1,41,2744.54,2207.85,536.69,169,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0253,Product_253,Health,W021,56.58,0.23975438793168102,70.15,68.84,69.31,0,1,30,2065.2,1697.4,367.7999999999997,85,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0255,Product_255,Automotive,W032,37.3,0.28350121680557844,47.87,48.37,48.29,0,1,19,919.03,708.7,210.32999999999993,99,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-06,P0259,Product_259,Grocery,W032,260.07,0.12782093643650838,293.31,277.37,265.09,0,1,68,18861.16,17684.76,1176.4000000000015,108,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
